Año - mes,Dimensión valor,Cuenta,Imp. presupuestado,Imp. real,Desvio,Porcentaje de desviación
2023-07-01,Desarrollo Institucional,Honorarios ,-467343.23,-426292.0,41051.23,-8.783957349719174
2023-08-01,Desarrollo Institucional,Honorarios ,-546791.57,-467343.0,79448.57,-14.529955171035272
2023-04-01,Microcréditos,Honorarios ,-551488.79,-444682.0,106806.79,-19.366992028976696
2023-05-01,Microcréditos,Honorarios ,-688352.39,-551489.0,136863.39,-19.88275075212567
2023-06-01,Microcréditos,Honorarios ,-688352.39,-688354.0,-1.61,0.00023389182973360928
2023-07-01,Microcréditos,Honorarios ,-754638.18,-688354.0,66284.18,-8.78357095581886
2023-08-01,Microcréditos,Honorarios ,-882926.67,-754637.0,128289.67,-14.53004811826559
2023-04-01,Suelo Firme III,Honorarios ,0.0,-1108097.0,-1108097.0,
2023-05-01,Suelo Firme III,Honorarios ,0.0,-1307554.0,-1307554.0,
2023-06-01,Suelo Firme III,Honorarios ,0.0,-1495931.0,-1495931.0,
2023-07-01,Suelo Firme III,Honorarios ,0.0,-1495931.0,-1495931.0,
2023-08-01,Suelo Firme III,Honorarios ,0.0,-1839983.0,-1839983.0,
2023-04-01,Trapito Medio Ambiente,Honorarios ,-172965.6,0.0,172965.6,-100.0
2023-05-01,Trapito Medio Ambiente,Honorarios ,-197884.37,0.0,197884.37,-100.0
2023-06-01,Trapito Medio Ambiente,Honorarios ,-197884.37,0.0,197884.37,-100.0
2023-07-01,Trapito Medio Ambiente,Honorarios ,-216939.91,0.0,216939.91,-100.0
2023-08-01,Trapito Medio Ambiente,Honorarios ,-253819.69,0.0,253819.69,-100.0
2023-05-01,Voluntariado,Honorarios ,-50000.0,0.0,50000.0,-100.0
2023-06-01,Voluntariado,Honorarios ,-100000.0,0.0,100000.0,-100.0
2023-07-01,Voluntariado,Honorarios ,-100000.0,0.0,100000.0,-100.0
2023-08-01,Voluntariado,Honorarios ,-100000.0,0.0,100000.0,-100.0
2023-04-01,Área Social,Honorarios ,0.0,-336168.0,-336168.0,
2023-05-01,Área Social,Honorarios ,0.0,-396678.0,-396678.0,
2023-06-01,Área Social,Honorarios ,0.0,-453826.0,-453826.0,
2023-07-01,Área Social,Honorarios ,0.0,-453826.0,-453826.0,
2023-08-01,Área Social,Honorarios ,0.0,-497528.73,-497528.73,
2023-04-01,Corralón 1 Boulogne,Impuesto Inmobiliario,-43394.4,0.0,43394.4,-100.0
2023-05-01,Corralón 1 Boulogne,Impuesto Inmobiliario,-46865.95,0.0,46865.95,-100.0
2023-06-01,Corralón 1 Boulogne,Impuesto Inmobiliario,-50235.72,0.0,50235.72,-100.0
2023-07-01,Corralón 1 Boulogne,Impuesto Inmobiliario,-53859.49,0.0,53859.49,-100.0
2023-08-01,Corralón 1 Boulogne,Impuesto Inmobiliario,-57757.55,0.0,57757.55,-100.0
2023-04-01,Corralón 2 Matanza,Impuesto Inmobiliario,-19286.4,-66469.92,-47183.52,244.64659034345445
2023-05-01,Corralón 2 Matanza,Impuesto Inmobiliario,-20829.31,0.0,20829.31,-100.0
2023-06-01,Corralón 2 Matanza,Impuesto Inmobiliario,-22326.99,0.0,22326.99,-100.0
2023-07-01,Corralón 2 Matanza,Impuesto Inmobiliario,-23937.55,0.0,23937.55,-100.0
2023-08-01,Corralón 2 Matanza,Impuesto Inmobiliario,-25670.02,0.0,25670.02,-100.0
2023-04-01,Corralón 3 Barracas,Impuesto Inmobiliario,-19286.4,0.0,19286.4,-100.0
2023-05-01,Corralón 3 Barracas,Impuesto Inmobiliario,-20829.31,0.0,20829.31,-100.0
2023-06-01,Corralón 3 Barracas,Impuesto Inmobiliario,-22326.99,0.0,22326.99,-100.0
2023-07-01,Corralón 3 Barracas,Impuesto Inmobiliario,-23937.55,0.0,23937.55,-100.0
2023-08-01,Corralón 3 Barracas,Impuesto Inmobiliario,-25670.02,0.0,25670.02,-100.0
2023-04-01,Corralón 4 JC Paz,Impuesto Inmobiliario,-14464.8,0.0,14464.8,-100.0
2023-05-01,Corralón 4 JC Paz,Impuesto Inmobiliario,-15621.98,0.0,15621.98,-100.0
2023-06-01,Corralón 4 JC Paz,Impuesto Inmobiliario,-16745.24,0.0,16745.24,-100.0
2023-07-01,Corralón 4 JC Paz,Impuesto Inmobiliario,-17953.16,0.0,17953.16,-100.0
2023-08-01,Corralón 4 JC Paz,Impuesto Inmobiliario,-19252.52,0.0,19252.52,-100.0
2023-04-01,Wanda,Impuesto Inmobiliario,-2000.0,0.0,2000.0,-100.0
2023-06-01,Wanda,Impuesto Inmobiliario,-2000.0,0.0,2000.0,-100.0
2023-07-01,Wanda,Impuesto Inmobiliario,0.0,-81685.6,-81685.6,
2023-08-01,Wanda,Impuesto Inmobiliario,-2000.0,0.0,2000.0,-100.0
2023-05-01,Corralón 1 Boulogne,Indumentaria Laboral,0.0,-183544.0,-183544.0,
2023-06-01,Corralón 1 Boulogne,Indumentaria Laboral,-170700.06,-223726.25,-53026.19,31.06395510347214
2023-07-01,Corralón 1 Boulogne,Indumentaria Laboral,0.0,-9385.5,-9385.5,
2023-08-01,Corralón 1 Boulogne,Indumentaria Laboral,-100000.0,0.0,100000.0,-100.0
2023-06-01,Corralón 2 Matanza,Indumentaria Laboral,0.0,-138686.25,-138686.25,
2023-07-01,Corralón 2 Matanza,Indumentaria Laboral,0.0,-9385.5,-9385.5,
2023-06-01,Corralón 3 Barracas,Indumentaria Laboral,0.0,-104176.25,-104176.25,
2023-07-01,Corralón 3 Barracas,Indumentaria Laboral,0.0,-9385.5,-9385.5,
2023-06-01,Corralón 4 JC Paz,Indumentaria Laboral,0.0,-203381.25,-203381.25,
2023-07-01,Corralón 4 JC Paz,Indumentaria Laboral,0.0,-9385.5,-9385.5,
2023-04-01,Corralón 1 Boulogne,Ingresos corralón social,13290567.88,13578522.02,287954.14,2.1666052391434665
2023-05-01,Corralón 1 Boulogne,Ingresos corralón social,14397672.18,14552471.76,154799.58,1.0751708891874496
2023-06-01,Corralón 1 Boulogne,Ingresos corralón social,15596998.28,15996304.31,399306.03,2.560146656629632
2023-07-01,Corralón 1 Boulogne,Ingresos corralón social,16896228.23,16901312.53,5084.3,0.030091331217776435
2023-08-01,Corralón 1 Boulogne,Ingresos corralón social,18303684.05,21102280.45,2798596.4,15.289798449072325
2023-04-01,Corralón 2 Matanza,Ingresos corralón social,7344790.25,7154145.0,-190645.25,-2.5956527485587486
2023-05-01,Corralón 2 Matanza,Ingresos corralón social,7956611.28,6938299.5,-1018311.78,-12.79831003632994
2023-06-01,Corralón 2 Matanza,Ingresos corralón social,8619397.0,8675598.5,56201.5,0.6520351713698765
2023-07-01,Corralón 2 Matanza,Ingresos corralón social,9337392.77,9911132.4,573739.63,6.1445378183443475
2023-08-01,Corralón 2 Matanza,Ingresos corralón social,10115197.58,12440980.0,2325782.42,22.992950969129758
2023-04-01,Corralón 3 Barracas,Ingresos corralón social,6825462.73,6957986.7,132523.97,1.941611510345171
2023-05-01,Corralón 3 Barracas,Ingresos corralón social,7467964.01,7629876.5,161912.49,2.168094138953948
2023-06-01,Corralón 3 Barracas,Ingresos corralón social,8170945.87,7809416.1,-361529.77,-4.424576735080005
2023-07-01,Corralón 3 Barracas,Ingresos corralón social,8940101.52,10329294.5,1389192.98,15.538894909551324
2023-08-01,Corralón 3 Barracas,Ingresos corralón social,9781660.09,11371145.0,1589484.91,16.249643673725327
2023-04-01,Corralón 4 JC Paz,Ingresos corralón social,3174588.98,3574053.9,399464.92,12.583201243267716
2023-05-01,Corralón 4 JC Paz,Ingresos corralón social,3599291.15,3749864.4,150573.25,4.183414003615684
2023-06-01,Corralón 4 JC Paz,Ingresos corralón social,4080810.73,4565465.8,484655.07,11.87644078753929
2023-07-01,Corralón 4 JC Paz,Ingresos corralón social,4626748.85,4779274.4,152525.55,3.296603186057976
2023-08-01,Corralón 4 JC Paz,Ingresos corralón social,5245723.54,7311751.0,2066027.46,39.38498558389526
2023-04-01,Administración,Intereses ganados ,1600000.0,353889.53,-1246110.47,-77.881904375
2023-05-01,Administración,Intereses ganados ,1700000.0,346275.26,-1353724.74,-79.63086705882353
2023-06-01,Administración,Intereses ganados ,3000000.0,633672.06,-2866327.94,-78.87759799999999
2023-07-01,Administración,Intereses ganados ,1500000.0,54871.4,-1445128.6,-96.34190666666667
2023-08-01,Administración,Intereses ganados ,1700000.0,75853.22,-1624146.78,-95.53804588235295
2023-04-01,Bariloche,Intereses ganados ,0.0,329333.95,329333.95,
2023-05-01,Bariloche,Intereses ganados ,0.0,181661.36,181661.36,
2023-06-01,Bariloche,Intereses ganados ,0.0,75576.53,75576.53,
2023-07-01,Bariloche,Intereses ganados ,0.0,32058.31,32058.31,
2023-04-01,Desarrollo de Proyectos,Intereses ganados ,0.0,29595.0,29595.0,
2023-05-01,Desarrollo de Proyectos,Intereses ganados ,0.0,12476.0,12476.0,
2023-06-01,Desarrollo de Proyectos,Intereses ganados ,0.0,4865.0,4865.0,
2023-07-01,Desarrollo de Proyectos,Intereses ganados ,0.0,23295.0,23295.0,
2023-08-01,Desarrollo de Proyectos,Intereses ganados ,0.0,14891.0,14891.0,
2023-04-01,Los Pinos,Intereses ganados ,0.0,231853.52,231853.52,
2023-05-01,Los Pinos,Intereses ganados ,0.0,463377.89,463377.89,
2023-06-01,Los Pinos,Intereses ganados ,0.0,168396.1,168396.1,
2023-07-01,Los Pinos,Intereses ganados ,0.0,30267.0,30267.0,
2023-08-01,Los Pinos,Intereses ganados ,0.0,1036.76,1036.76,
2023-04-01,Microcréditos,Intereses ganados ,0.0,18988.61,18988.61,
2023-05-01,Microcréditos,Intereses ganados ,0.0,8730.5,8730.5,
2023-06-01,Microcréditos,Intereses ganados ,0.0,14762.5,14762.5,
2023-07-01,Microcréditos,Intereses ganados ,0.0,25250.33,25250.33,
2023-08-01,Microcréditos,Intereses ganados ,0.0,45243.56,45243.56,
2023-06-01,Suelo Firme III,Intereses ganados ,0.0,62725.07,62725.07,
2023-07-01,Suelo Firme III,Intereses ganados ,0.0,111418.54,111418.54,
2023-08-01,Suelo Firme III,Intereses ganados ,0.0,46385.65,46385.65,
2023-08-01,Trapito Medio Ambiente,Intereses ganados ,0.0,10240.48,10240.48,
2023-04-01,Wanda,Intereses ganados ,0.0,9156.0,9156.0,
2023-05-01,Wanda,Intereses ganados ,0.0,17050.0,17050.0,
2023-06-01,Wanda,Intereses ganados ,0.0,15121.0,15121.0,
2023-07-01,Wanda,Intereses ganados ,0.0,10159.0,10159.0,
2023-08-01,Wanda,Intereses ganados ,0.0,1700.0,1700.0,
2023-04-01,Administración,Libreri­a e impresiones,0.0,-17721.63,-17721.63,
2023-04-01,Bariloche,Libreri­a e impresiones,0.0,-520.0,-520.0,
2023-05-01,Bariloche,Libreri­a e impresiones,0.0,-17520.0,-17520.0,
2023-06-01,Bariloche,Libreri­a e impresiones,0.0,-13500.0,-13500.0,
2023-07-01,Bariloche,Libreri­a e impresiones,0.0,-1176.24,-1176.24,
2023-08-01,Bariloche,Libreri­a e impresiones,0.0,-1990.0,-1990.0,
2023-04-01,Corralón 1 Boulogne,Libreri­a e impresiones,-83025.0,-89500.2,-6475.2,7.799096657633239
2023-05-01,Corralón 1 Boulogne,Libreri­a e impresiones,-87480.0,0.0,87480.0,-100.0
2023-06-01,Corralón 1 Boulogne,Libreri­a e impresiones,-93506.4,-6044.0,87462.4,-93.53627131404909
2023-07-01,Corralón 1 Boulogne,Libreri­a e impresiones,-99976.03,-54181.18,45794.85,-45.80582965736887
2023-08-01,Corralón 1 Boulogne,Libreri­a e impresiones,-106922.8,-203757.0,-96834.2,90.56459426801393
2023-04-01,Corralón 2 Matanza,Libreri­a e impresiones,-36900.0,-3550.0,33350.0,-90.37940379403794
2023-05-01,Corralón 2 Matanza,Libreri­a e impresiones,-38880.0,-104470.0,-65590.0,168.6985596707819
2023-06-01,Corralón 2 Matanza,Libreri­a e impresiones,-41558.4,-4010.0,37548.4,-90.35092785092786
2023-07-01,Corralón 2 Matanza,Libreri­a e impresiones,-44433.79,-2945.0,41488.79,-93.3721611413296
2023-08-01,Corralón 2 Matanza,Libreri­a e impresiones,-47521.24,-91561.75,-44040.51,92.67542261102615
2023-04-01,Corralón 3 Barracas,Libreri­a e impresiones,-36900.0,-2270.0,34630.0,-93.84823848238483
2023-05-01,Corralón 3 Barracas,Libreri­a e impresiones,-38880.0,-2490.0,36390.0,-93.59567901234568
2023-06-01,Corralón 3 Barracas,Libreri­a e impresiones,-41558.4,-142500.0,-100941.6,242.89096789096791
2023-07-01,Corralón 3 Barracas,Libreri­a e impresiones,-44433.79,0.0,44433.79,-100.0
2023-08-01,Corralón 3 Barracas,Libreri­a e impresiones,-47521.24,-54424.0,-6902.76,14.525631065182647
2023-04-01,Corralón 4 JC Paz,Libreri­a e impresiones,-27675.0,0.0,27675.0,-100.0
2023-05-01,Corralón 4 JC Paz,Libreri­a e impresiones,-29160.0,0.0,29160.0,-100.0
2023-06-01,Corralón 4 JC Paz,Libreri­a e impresiones,-31168.8,-29125.0,2043.8,-6.557198223864888
2023-07-01,Corralón 4 JC Paz,Libreri­a e impresiones,-33325.34,0.0,33325.34,-100.0
2023-08-01,Corralón 4 JC Paz,Libreri­a e impresiones,-35640.93,-24972.0,10668.93,-29.93448824146845
2023-04-01,Desarrollo Institucional,Libreri­a e impresiones,-1000.0,0.0,1000.0,-100.0
2023-05-01,Desarrollo Institucional,Libreri­a e impresiones,-1050.0,0.0,1050.0,-100.0
2023-06-01,Desarrollo Institucional,Libreri­a e impresiones,-1102.5,0.0,1102.5,-100.0
2023-07-01,Desarrollo Institucional,Libreri­a e impresiones,-1157.63,0.0,1157.63,-100.0
2023-08-01,Desarrollo Institucional,Libreri­a e impresiones,-1215.51,0.0,1215.51,-100.0
2023-05-01,Los Pinos,Libreri­a e impresiones,0.0,-5280.0,-5280.0,
2023-04-01,Microcréditos,Libreri­a e impresiones,-15000.0,0.0,15000.0,-100.0
2023-06-01,Microcréditos,Libreri­a e impresiones,0.0,-30250.0,-30250.0,
2023-06-01,Suelo Firme III,Libreri­a e impresiones,0.0,-21374.0,-21374.0,
2023-04-01,Trapito Medio Ambiente,Libreri­a e impresiones,-3000.0,0.0,3000.0,-100.0
2023-05-01,Trapito Medio Ambiente,Libreri­a e impresiones,-3240.0,0.0,3240.0,-100.0
2023-06-01,Trapito Medio Ambiente,Libreri­a e impresiones,-3499.2,0.0,3499.2,-100.0
2023-07-01,Trapito Medio Ambiente,Libreri­a e impresiones,-3779.14,0.0,3779.14,-100.0
2023-08-01,Trapito Medio Ambiente,Libreri­a e impresiones,-4081.47,0.0,4081.47,-100.0
2023-04-01,Wanda,Libreri­a e impresiones,-5000.0,0.0,5000.0,-100.0
2023-05-01,Wanda,Libreri­a e impresiones,-5000.0,0.0,5000.0,-100.0
2023-06-01,Wanda,Libreri­a e impresiones,-5000.0,-4640.0,360.0,-7.199999999999999
2023-07-01,Wanda,Libreri­a e impresiones,-5000.0,0.0,5000.0,-100.0
2023-08-01,Wanda,Libreri­a e impresiones,-5000.0,0.0,5000.0,-100.0
2023-06-01,Área Social,Libreri­a e impresiones,0.0,-1885.0,-1885.0,
2023-08-01,Área Social,Libreri­a e impresiones,0.0,-7440.0,-7440.0,
2023-04-01,Administración,Limpieza,-3000.0,0.0,3000.0,-100.0
2023-05-01,Administración,Limpieza,-3000.0,0.0,3000.0,-100.0
2023-06-01,Administración,Limpieza,-3000.0,0.0,3000.0,-100.0
2023-07-01,Administración,Limpieza,-3000.0,0.0,3000.0,-100.0
2023-08-01,Administración,Limpieza,-3000.0,0.0,3000.0,-100.0
2023-04-01,Corralón 1 Boulogne,Limpieza,-86000.0,0.0,86000.0,-100.0
2023-05-01,Corralón 1 Boulogne,Limpieza,-92880.0,-94222.82,-1342.82,1.4457579672696028
2023-06-01,Corralón 1 Boulogne,Limpieza,-100310.4,-109657.53,-9347.13,9.318206287683036
2023-07-01,Corralón 1 Boulogne,Limpieza,-108335.23,-109657.53,-1322.3,1.2205632461388627
2023-08-01,Corralón 1 Boulogne,Limpieza,-117002.05,-129225.87,-12223.82,10.447526346760585
2023-04-01,Corralón 2 Matanza,Limpieza,-86000.0,0.0,86000.0,-100.0
2023-05-01,Corralón 2 Matanza,Limpieza,-92880.0,-94394.44,-1514.44,1.63053402239449
2023-06-01,Corralón 2 Matanza,Limpieza,-100310.4,-109857.27,-9546.87,9.517328213226156
2023-07-01,Corralón 2 Matanza,Limpieza,-108335.23,-109857.27,-1522.04,1.4049354028232628
2023-08-01,Corralón 2 Matanza,Limpieza,-117002.05,-129461.25,-12459.2,10.648702309062104
2023-04-01,Corralón 3 Barracas,Limpieza,-30000.0,0.0,30000.0,-100.0
2023-05-01,Corralón 3 Barracas,Limpieza,-32400.0,-33295.49,-895.49,2.7638580246913516
2023-06-01,Corralón 3 Barracas,Limpieza,-34992.0,-38749.66,-3757.66,10.738625971650674
2023-07-01,Corralón 3 Barracas,Limpieza,-37791.36,-38749.66,-958.3,2.5357647885654364
2023-08-01,Corralón 3 Barracas,Limpieza,-40814.67,-45664.51,-4849.84,11.882590254925505
2023-04-01,Corralón 4 JC Paz,Limpieza,-49000.0,0.0,49000.0,-100.0
2023-05-01,Corralón 4 JC Paz,Limpieza,-52920.0,-19236.75,33683.25,-63.64937641723356
2023-06-01,Corralón 4 JC Paz,Limpieza,-57153.6,-35858.79,21294.81,-37.258912824389014
2023-07-01,Corralón 4 JC Paz,Limpieza,-61725.89,-35858.79,25867.1,-41.90640264563216
2023-08-01,Corralón 4 JC Paz,Limpieza,-66663.96,-42257.78,24406.18,-36.61075639670972
2023-04-01,Wanda,Limpieza,-5000.0,0.0,5000.0,-100.0
2023-05-01,Wanda,Limpieza,-5000.0,0.0,5000.0,-100.0
2023-06-01,Wanda,Limpieza,-5000.0,-14000.0,-9000.0,180.0
2023-07-01,Wanda,Limpieza,-5000.0,0.0,5000.0,-100.0
2023-08-01,Wanda,Limpieza,-5000.0,-19847.83,-14847.83,296.95660000000004
2023-04-01,Bariloche,Mano de Obra - Servicios de Subcontratistas,-5250000.0,-2418900.0,2831100.0,-53.925714285714285
2023-05-01,Bariloche,Mano de Obra - Servicios de Subcontratistas,-5250000.0,-2005574.57,3244425.43,-61.79857961904761
2023-06-01,Bariloche,Mano de Obra - Servicios de Subcontratistas,-5250000.0,-378516.1,4871483.9,-92.79016952380952
2023-07-01,Bariloche,Mano de Obra - Servicios de Subcontratistas,-2100000.0,-2675917.06,-575917.06,27.42462190476191
2023-08-01,Bariloche,Mano de Obra - Servicios de Subcontratistas,-578666.9,-3951140.39,-3372473.49,582.8004833177774
2023-04-01,Corralón 1 Boulogne,Mano de Obra - Servicios de Subcontratistas,-40000.0,0.0,40000.0,-100.0
2023-05-01,Corralón 1 Boulogne,Mano de Obra - Servicios de Subcontratistas,-43200.0,0.0,43200.0,-100.0
2023-06-01,Corralón 1 Boulogne,Mano de Obra - Servicios de Subcontratistas,-44928.0,0.0,44928.0,-100.0
2023-07-01,Corralón 1 Boulogne,Mano de Obra - Servicios de Subcontratistas,-46725.12,0.0,46725.12,-100.0
2023-08-01,Corralón 1 Boulogne,Mano de Obra - Servicios de Subcontratistas,-48594.12,0.0,48594.12,-100.0
2023-04-01,Corralón 2 Matanza,Mano de Obra - Servicios de Subcontratistas,-19000.0,0.0,19000.0,-100.0
2023-05-01,Corralón 2 Matanza,Mano de Obra - Servicios de Subcontratistas,-20520.0,0.0,20520.0,-100.0
2023-06-01,Corralón 2 Matanza,Mano de Obra - Servicios de Subcontratistas,-22161.6,0.0,22161.6,-100.0
2023-07-01,Corralón 2 Matanza,Mano de Obra - Servicios de Subcontratistas,-23934.53,0.0,23934.53,-100.0
2023-08-01,Corralón 2 Matanza,Mano de Obra - Servicios de Subcontratistas,-25849.29,0.0,25849.29,-100.0
2023-04-01,Corralón 3 Barracas,Mano de Obra - Servicios de Subcontratistas,-17000.0,0.0,17000.0,-100.0
2023-05-01,Corralón 3 Barracas,Mano de Obra - Servicios de Subcontratistas,-18360.0,0.0,18360.0,-100.0
2023-06-01,Corralón 3 Barracas,Mano de Obra - Servicios de Subcontratistas,-19828.8,0.0,19828.8,-100.0
2023-07-01,Corralón 3 Barracas,Mano de Obra - Servicios de Subcontratistas,-21415.1,0.0,21415.1,-100.0
2023-08-01,Corralón 3 Barracas,Mano de Obra - Servicios de Subcontratistas,-23128.31,0.0,23128.31,-100.0
2023-04-01,Corralón 4 JC Paz,Mano de Obra - Servicios de Subcontratistas,-15000.0,0.0,15000.0,-100.0
2023-05-01,Corralón 4 JC Paz,Mano de Obra - Servicios de Subcontratistas,-16200.0,0.0,16200.0,-100.0
2023-06-01,Corralón 4 JC Paz,Mano de Obra - Servicios de Subcontratistas,-17496.0,0.0,17496.0,-100.0
2023-07-01,Corralón 4 JC Paz,Mano de Obra - Servicios de Subcontratistas,-18895.68,0.0,18895.68,-100.0
2023-08-01,Corralón 4 JC Paz,Mano de Obra - Servicios de Subcontratistas,-20407.33,0.0,20407.33,-100.0
2023-08-01,Desarrollo de Proyectos,Mano de Obra - Servicios de Subcontratistas,0.0,-50000.0,-50000.0,
2023-04-01,Los Pinos,Mano de Obra - Servicios de Subcontratistas,-823200.0,-24000.0,799200.0,-97.08454810495627
2023-05-01,Los Pinos,Mano de Obra - Servicios de Subcontratistas,-823200.0,-532000.0,291200.0,-35.374149659863946
2023-06-01,Los Pinos,Mano de Obra - Servicios de Subcontratistas,-823200.0,-720000.0,103200.0,-12.536443148688047
2023-07-01,Los Pinos,Mano de Obra - Servicios de Subcontratistas,-823200.0,-376000.0,447200.0,-54.3245869776482
2023-08-01,Los Pinos,Mano de Obra - Servicios de Subcontratistas,-823200.0,-732000.0,91200.0,-11.078717201166182
2023-05-01,Suelo Firme III,Mano de Obra - Servicios de Subcontratistas,-524225.82,0.0,524225.82,-100.0
2023-06-01,Suelo Firme III,Mano de Obra - Servicios de Subcontratistas,-983362.41,0.0,983362.41,-100.0
2023-07-01,Suelo Firme III,Mano de Obra - Servicios de Subcontratistas,-745977.09,0.0,745977.09,-100.0
2023-08-01,Suelo Firme III,Mano de Obra - Servicios de Subcontratistas,-745977.09,-250000.0,495977.09,-66.48690645445961
2023-06-01,Trapito Medio Ambiente,Mano de Obra - Servicios de Subcontratistas,0.0,-91000.0,-91000.0,
2023-08-01,Trapito Medio Ambiente,Mano de Obra - Servicios de Subcontratistas,0.0,-60000.0,-60000.0,
2023-05-01,Voluntariado,Mano de Obra - Servicios de Subcontratistas,-35000.0,0.0,35000.0,-100.0
2023-06-01,Voluntariado,Mano de Obra - Servicios de Subcontratistas,-70000.0,0.0,70000.0,-100.0
2023-07-01,Voluntariado,Mano de Obra - Servicios de Subcontratistas,-70000.0,-114000.0,-44000.0,62.857142857142854
2023-08-01,Voluntariado,Mano de Obra - Servicios de Subcontratistas,-70000.0,0.0,70000.0,-100.0
2023-04-01,Corralón 1 Boulogne,Mantenimiento instalaciones,-22000.0,-10600.0,11400.0,-51.81818181818182
2023-05-01,Corralón 1 Boulogne,Mantenimiento instalaciones,-23760.0,-83900.0,-60140.0,253.11447811447812
2023-06-01,Corralón 1 Boulogne,Mantenimiento instalaciones,-24710.4,-12200.0,12510.4,-50.62807562807563
2023-07-01,Corralón 1 Boulogne,Mantenimiento instalaciones,-25698.82,-59100.0,-33401.18,129.9716485037056
2023-08-01,Corralón 1 Boulogne,Mantenimiento instalaciones,-26726.77,-14100.0,12626.77,-47.24390564217075
2023-04-01,Corralón 2 Matanza,Mantenimiento instalaciones,-20000.0,0.0,20000.0,-100.0
2023-05-01,Corralón 2 Matanza,Mantenimiento instalaciones,-21600.0,0.0,21600.0,-100.0
2023-06-01,Corralón 2 Matanza,Mantenimiento instalaciones,-23328.0,-146000.0,-122672.0,525.8573388203017
2023-07-01,Corralón 2 Matanza,Mantenimiento instalaciones,-25194.24,0.0,25194.24,-100.0
2023-08-01,Corralón 2 Matanza,Mantenimiento instalaciones,-27209.78,0.0,27209.78,-100.0
2023-04-01,Corralón 3 Barracas,Mantenimiento instalaciones,-15000.0,0.0,15000.0,-100.0
2023-05-01,Corralón 3 Barracas,Mantenimiento instalaciones,-16200.0,0.0,16200.0,-100.0
2023-06-01,Corralón 3 Barracas,Mantenimiento instalaciones,-17496.0,0.0,17496.0,-100.0
2023-07-01,Corralón 3 Barracas,Mantenimiento instalaciones,-18895.68,0.0,18895.68,-100.0
2023-08-01,Corralón 3 Barracas,Mantenimiento instalaciones,-20407.33,0.0,20407.33,-100.0
2023-04-01,Corralón 4 JC Paz,Mantenimiento instalaciones,-10000.0,0.0,10000.0,-100.0
2023-05-01,Corralón 4 JC Paz,Mantenimiento instalaciones,-10800.0,0.0,10800.0,-100.0
2023-06-01,Corralón 4 JC Paz,Mantenimiento instalaciones,-11664.0,0.0,11664.0,-100.0
2023-07-01,Corralón 4 JC Paz,Mantenimiento instalaciones,-12597.12,0.0,12597.12,-100.0
2023-08-01,Corralón 4 JC Paz,Mantenimiento instalaciones,-13604.89,0.0,13604.89,-100.0
2023-04-01,Desarrollo Institucional,Mantenimiento instalaciones,0.0,-7500.0,-7500.0,
2023-04-01,Wanda,Mantenimiento instalaciones,-200000.0,0.0,200000.0,-100.0
2023-04-01,Bariloche,Materiales de construcción ,-2250000.0,-2350935.17,-100935.17,4.4860075555555525
2023-05-01,Bariloche,Materiales de construcción ,-2250000.0,-1824945.44,425054.56,-18.89131377777778
2023-06-01,Bariloche,Materiales de construcción ,-2250000.0,-1214412.79,1035587.21,-46.026098222222224
2023-07-01,Bariloche,Materiales de construcción ,-900000.0,-1602491.3,-702491.3,78.0545888888889
2023-08-01,Bariloche,Materiales de construcción ,-248000.1,-368764.11,-120764.01,48.69514568744124
2023-04-01,Corralón 1 Boulogne,Materiales de construcción ,-25000.0,0.0,25000.0,-100.0
2023-05-01,Corralón 1 Boulogne,Materiales de construcción ,-27000.0,0.0,27000.0,-100.0
2023-06-01,Corralón 1 Boulogne,Materiales de construcción ,-28080.0,0.0,28080.0,-100.0
2023-07-01,Corralón 1 Boulogne,Materiales de construcción ,-29203.2,0.0,29203.2,-100.0
2023-08-01,Corralón 1 Boulogne,Materiales de construcción ,-30371.33,0.0,30371.33,-100.0
2023-04-01,Corralón 2 Matanza,Materiales de construcción ,-18000.0,0.0,18000.0,-100.0
2023-05-01,Corralón 2 Matanza,Materiales de construcción ,-19440.0,0.0,19440.0,-100.0
2023-06-01,Corralón 2 Matanza,Materiales de construcción ,-20995.2,0.0,20995.2,-100.0
2023-07-01,Corralón 2 Matanza,Materiales de construcción ,-22674.82,0.0,22674.82,-100.0
2023-08-01,Corralón 2 Matanza,Materiales de construcción ,-24488.8,0.0,24488.8,-100.0
2023-04-01,Corralón 3 Barracas,Materiales de construcción ,-15000.0,0.0,15000.0,-100.0
2023-05-01,Corralón 3 Barracas,Materiales de construcción ,-16200.0,0.0,16200.0,-100.0
2023-06-01,Corralón 3 Barracas,Materiales de construcción ,-17496.0,0.0,17496.0,-100.0
2023-07-01,Corralón 3 Barracas,Materiales de construcción ,-18895.68,0.0,18895.68,-100.0
2023-08-01,Corralón 3 Barracas,Materiales de construcción ,-20407.33,0.0,20407.33,-100.0
2023-04-01,Corralón 4 JC Paz,Materiales de construcción ,-13000.0,0.0,13000.0,-100.0
2023-05-01,Corralón 4 JC Paz,Materiales de construcción ,-14040.0,0.0,14040.0,-100.0
2023-06-01,Corralón 4 JC Paz,Materiales de construcción ,-15163.2,0.0,15163.2,-100.0
2023-07-01,Corralón 4 JC Paz,Materiales de construcción ,-16376.26,0.0,16376.26,-100.0
2023-08-01,Corralón 4 JC Paz,Materiales de construcción ,-17686.36,0.0,17686.36,-100.0
