Año - mes,Dimensión valor,Cuenta,Imp. presupuestado,Imp. real,Desvio,Porcentaje de desviación
2023-09-01,Corralón 4 JC Paz,Alquileres y expensas,-511225.0,0.0,511225.0,-100.0
2023-10-01,Corralón 4 JC Paz,Alquileres y expensas,-511225.0,-403412.0,107813.0,-21.089148613624136
2023-11-01,Corralón 4 JC Paz,Alquileres y expensas,-511225.0,-511225.0,0.0,-0.0
2023-12-01,Corralón 4 JC Paz,Alquileres y expensas,-511225.0,-511225.0,0.0,-0.0
2023-09-01,Administración,Beneficios al personal,-50000.0,-48476.44,1523.56,-3.047119999999995
2023-10-01,Administración,Beneficios al personal,-50000.0,0.0,50000.0,-100.0
2023-11-01,Administración,Beneficios al personal,-50000.0,-48752.55,1247.45,-2.494899999999994
2023-12-01,Administración,Beneficios al personal,-50000.0,-74078.85,-24078.85,48.15770000000001
2023-09-01,Corralón 1 Boulogne,Beneficios al personal,-22500.0,0.0,22500.0,-100.0
2023-10-01,Corralón 1 Boulogne,Beneficios al personal,-22500.0,-35993.87,-13493.87,59.972755555555565
2023-11-01,Corralón 1 Boulogne,Beneficios al personal,-22500.0,-20676.01,1823.99,-8.10662222222223
2023-12-01,Corralón 1 Boulogne,Beneficios al personal,0.0,-21334.13,-21334.13,
2023-09-01,Corralón 2 Matanza,Beneficios al personal,-10000.0,0.0,10000.0,-100.0
2023-10-01,Corralón 2 Matanza,Beneficios al personal,-10000.0,-15997.27,-5997.27,59.9727
2023-11-01,Corralón 2 Matanza,Beneficios al personal,-10000.0,-9189.34,810.66,-8.106599999999998
2023-12-01,Corralón 2 Matanza,Beneficios al personal,0.0,-9481.83,-9481.83,
2023-09-01,Corralón 3 Barracas,Beneficios al personal,-10000.0,0.0,10000.0,-100.0
2023-10-01,Corralón 3 Barracas,Beneficios al personal,-10000.0,-15997.27,-5997.27,59.9727
2023-11-01,Corralón 3 Barracas,Beneficios al personal,-10000.0,-9189.34,810.66,-8.106599999999998
2023-12-01,Corralón 3 Barracas,Beneficios al personal,0.0,-9481.83,-9481.83,
2023-09-01,Corralón 4 JC Paz,Beneficios al personal,-7500.0,0.0,7500.0,-100.0
2023-10-01,Corralón 4 JC Paz,Beneficios al personal,-7500.0,-11997.95,-4497.95,59.972666666666676
2023-11-01,Corralón 4 JC Paz,Beneficios al personal,-7500.0,-6892.0,608.0,-8.106666666666666
2023-12-01,Corralón 4 JC Paz,Beneficios al personal,0.0,-7111.38,-7111.38,
2023-09-01,Corralón 1 Boulogne,Capacitación ,-29378.0,-54810.0,-25432.0,86.56818027095106
2023-10-01,Corralón 1 Boulogne,Capacitación ,-31728.24,-37794.6,-6066.36,19.119749472394297
2023-11-01,Corralón 1 Boulogne,Capacitación ,-34266.5,0.0,34266.5,-100.0
2023-12-01,Corralón 1 Boulogne,Capacitación ,-37007.82,0.0,37007.82,-100.0
2023-09-01,Corralón 2 Matanza,Capacitación ,-22040.0,-24360.0,-2320.0,10.526315789473683
2023-10-01,Corralón 2 Matanza,Capacitación ,-23803.2,-16797.6,7005.6,-29.431336963097404
2023-11-01,Corralón 2 Matanza,Capacitación ,-25707.46,0.0,25707.46,-100.0
2023-12-01,Corralón 2 Matanza,Capacitación ,-27764.05,0.0,27764.05,-100.0
2023-09-01,Corralón 3 Barracas,Capacitación ,-18367.0,-24360.0,-5993.0,32.62917188435782
2023-10-01,Corralón 3 Barracas,Capacitación ,-19836.36,-16797.6,3038.76,-15.319141213408116
2023-11-01,Corralón 3 Barracas,Capacitación ,-21423.27,0.0,21423.27,-100.0
2023-12-01,Corralón 3 Barracas,Capacitación ,-23137.13,0.0,23137.13,-100.0
2023-09-01,Corralón 4 JC Paz,Capacitación ,-14693.0,-18270.0,-3577.0,24.344926155312052
2023-10-01,Corralón 4 JC Paz,Capacitación ,-15868.44,-12598.2,3270.24,-20.60845300483223
2023-11-01,Corralón 4 JC Paz,Capacitación ,-17137.92,0.0,17137.92,-100.0
2023-12-01,Corralón 4 JC Paz,Capacitación ,-18508.95,0.0,18508.95,-100.0
2023-10-01,Área Social,Capacitación ,-50000.0,0.0,50000.0,-100.0
2023-09-01,Administración,Cargas sociales Administración,-1091951.68,-988139.23,103812.45,-9.507055293875272
2023-10-01,Administración,Cargas sociales Administración,-1205894.46,-1110205.51,95688.95,-7.935101551092619
2023-11-01,Administración,Cargas sociales Administración,-1300846.78,-1228953.96,71892.82,-5.526617054777202
2023-12-01,Administración,Cargas sociales Administración,-2218723.96,-2214676.4,4047.56,-0.182427380466025
2023-09-01,Desarrollo de Proyectos,Cargas sociales Administración,-108324.4,-91011.78,17312.62,-15.982197916628198
2023-10-01,Desarrollo de Proyectos,Cargas sociales Administración,-119627.81,-103270.08,16357.73,-13.67385225893544
2023-11-01,Desarrollo de Proyectos,Cargas sociales Administración,-131370.18,-116511.81,14858.37,-11.310306494213524
2023-12-01,Desarrollo de Proyectos,Cargas sociales Administración,-222316.69,-195520.06,26796.63,-12.053359556585699
2023-09-01,Microcréditos,Cargas sociales Administración,-83109.26,-71204.55,11904.71,-14.324167968767851
2023-10-01,Microcréditos,Cargas sociales Administración,-91781.53,-80298.15,11483.38,-12.51164586164559
2023-11-01,Microcréditos,Cargas sociales Administración,-99008.42,-91807.27,7201.15,-7.2732702935770455
2023-12-01,Microcréditos,Cargas sociales Administración,-169105.49,-155070.04,14035.45,-8.299819243006235
2023-09-01,Wanda,Cargas sociales Administración,-68587.09,-59013.82,9573.27,-13.95783083959386
2023-10-01,Wanda,Cargas sociales Administración,-75744.0,-65105.75,10638.25,-14.04500686523025
2023-11-01,Wanda,Cargas sociales Administración,-81708.09,-73444.32,8263.77,-10.113772087929101
2023-12-01,Wanda,Cargas sociales Administración,-139932.76,-126142.14,13790.62,-9.855176157463061
2023-09-01,Corralón 1 Boulogne,Cargas sociales Corralones,-1293560.18,-1115895.52,177664.66,-13.73454924996222
2023-10-01,Corralón 1 Boulogne,Cargas sociales Corralones,-1430344.71,-1251090.55,179254.16,-12.532234974323073
2023-11-01,Corralón 1 Boulogne,Cargas sociales Corralones,-1543989.22,-1383788.9,160200.32,-10.375740835807134
2023-12-01,Corralón 1 Boulogne,Cargas sociales Corralones,-2614213.98,-2426178.46,188035.52,-7.192812885194655
2023-09-01,Corralón 2 Matanza,Cargas sociales Corralones,-646938.66,-583608.97,63329.69,-9.789133640583492
2023-10-01,Corralón 2 Matanza,Cargas sociales Corralones,-716003.8,-563466.52,152537.28,-21.303976319678753
2023-11-01,Corralón 2 Matanza,Cargas sociales Corralones,-772834.91,-627518.44,145316.47,-18.803041648312714
2023-12-01,Corralón 2 Matanza,Cargas sociales Corralones,-1301230.94,-1149691.94,151539.0,-11.645818996587955
2023-09-01,Corralón 3 Barracas,Cargas sociales Corralones,-515283.07,-389872.29,125410.78,-24.3382302469204
2023-10-01,Corralón 3 Barracas,Cargas sociales Corralones,-570556.49,-507616.74,62939.75,-11.031291572899294
2023-11-01,Corralón 3 Barracas,Cargas sociales Corralones,-615935.07,-564245.41,51689.66,-8.392063143928453
2023-12-01,Corralón 3 Barracas,Cargas sociales Corralones,-1038037.88,-986288.16,51749.72,-4.985340226697697
2023-09-01,Corralón 4 JC Paz,Cargas sociales Corralones,-460911.33,-463768.84,-2857.51,0.619969572021588
2023-10-01,Corralón 4 JC Paz,Cargas sociales Corralones,-510645.53,-451728.19,58917.34,-11.537815674211428
2023-11-01,Corralón 4 JC Paz,Cargas sociales Corralones,-552874.43,-464072.4,88802.03,-16.061880452673496
2023-12-01,Corralón 4 JC Paz,Cargas sociales Corralones,-933586.5,-875410.85,58175.65,-6.231415085800837
2023-09-01,Corralón 1 Boulogne,Cargas sociales Desarrollo Inst.,-47343.08,-40743.7,6599.38,-13.939481757418411
2023-10-01,Corralón 1 Boulogne,Cargas sociales Desarrollo Inst.,-52283.23,-85489.42,-33206.19,63.512124250930924
2023-11-01,Corralón 1 Boulogne,Cargas sociales Desarrollo Inst.,-56400.02,-95019.24,-38619.22,68.47377004476242
2023-12-01,Corralón 1 Boulogne,Cargas sociales Desarrollo Inst.,-94627.43,-87117.02,7510.41,-7.936821278988544
2023-09-01,Corralón 2 Matanza,Cargas sociales Desarrollo Inst.,-21041.37,-18108.31,2933.06,-13.939491582534776
2023-10-01,Corralón 2 Matanza,Cargas sociales Desarrollo Inst.,-23236.99,-37995.3,-14758.31,63.51214163280184
2023-11-01,Corralón 2 Matanza,Cargas sociales Desarrollo Inst.,-25066.67,-42230.77,-17164.1,68.47379408593164
2023-12-01,Corralón 2 Matanza,Cargas sociales Desarrollo Inst.,-42056.64,-38718.68,3337.96,-7.936820440244392
2023-09-01,Corralón 3 Barracas,Cargas sociales Desarrollo Inst.,-21041.37,-18108.31,2933.06,-13.939491582534776
2023-10-01,Corralón 3 Barracas,Cargas sociales Desarrollo Inst.,-23236.99,-37995.3,-14758.31,63.51214163280184
2023-11-01,Corralón 3 Barracas,Cargas sociales Desarrollo Inst.,-25066.67,-42230.77,-17164.1,68.47379408593164
2023-12-01,Corralón 3 Barracas,Cargas sociales Desarrollo Inst.,-42056.64,-38718.68,3337.96,-7.936820440244392
2023-09-01,Corralón 4 JC Paz,Cargas sociales Desarrollo Inst.,-15781.03,-13581.23,2199.8,-13.939521057877723
2023-10-01,Corralón 4 JC Paz,Cargas sociales Desarrollo Inst.,-17427.74,-28496.47,-11068.73,63.51213639863803
2023-11-01,Corralón 4 JC Paz,Cargas sociales Desarrollo Inst.,-18800.01,-31673.08,-12873.07,68.47374017354248
2023-12-01,Corralón 4 JC Paz,Cargas sociales Desarrollo Inst.,-31542.48,-29039.01,2503.47,-7.936820440244398
2023-09-01,Desarrollo Institucional,Cargas sociales Desarrollo Inst.,-317373.0,-292056.57,25316.43,-7.976869487952659
2023-10-01,Desarrollo Institucional,Cargas sociales Desarrollo Inst.,-350490.19,-340740.17,9750.02,-2.781823936356113
2023-11-01,Desarrollo Institucional,Cargas sociales Desarrollo Inst.,-378087.84,-380835.53,-2747.69,0.7267332374402736
2023-12-01,Desarrollo Institucional,Cargas sociales Desarrollo Inst.,-639380.64,-642795.92,-3415.28,0.5341544279476507
2023-09-01,Corralón 1 Boulogne,Cargas sociales Expansión Inst.,-116912.04,-104292.15,12619.89,-10.79434590312512
2023-10-01,Corralón 1 Boulogne,Cargas sociales Expansión Inst.,-232084.43,-76760.61,155323.82,-66.92556670001517
2023-11-01,Corralón 1 Boulogne,Cargas sociales Expansión Inst.,-250358.79,-85885.88,164472.91,-65.69488133410455
2023-12-01,Corralón 1 Boulogne,Cargas sociales Expansión Inst.,-417923.04,-226865.36,191057.68,-45.715995940305184
2023-09-01,Corralón 2 Matanza,Cargas sociales Expansión Inst.,-51960.91,-46352.07,5608.84,-10.794345210659326
2023-10-01,Corralón 2 Matanza,Cargas sociales Expansión Inst.,-103148.63,-34115.83,69032.8,-66.92556168705295
2023-11-01,Corralón 2 Matanza,Cargas sociales Expansión Inst.,-111270.57,-38171.5,73099.07,-65.6948823035597
2023-12-01,Corralón 2 Matanza,Cargas sociales Expansión Inst.,-185743.57,-100829.05,84914.52,-45.71599436793424
2023-09-01,Corralón 3 Barracas,Cargas sociales Expansión Inst.,-51960.91,-46352.07,5608.84,-10.794345210659326
2023-10-01,Corralón 3 Barracas,Cargas sociales Expansión Inst.,-103148.63,-34115.83,69032.8,-66.92556168705295
2023-11-01,Corralón 3 Barracas,Cargas sociales Expansión Inst.,-111270.57,-38171.5,73099.07,-65.6948823035597
2023-12-01,Corralón 3 Barracas,Cargas sociales Expansión Inst.,-185743.57,-100829.05,84914.52,-45.71599436793424
2023-09-01,Corralón 4 JC Paz,Cargas sociales Expansión Inst.,-38970.68,-34764.05,4206.63,-10.794345903125112
2023-10-01,Corralón 4 JC Paz,Cargas sociales Expansión Inst.,-77361.48,-25586.87,51774.61,-66.9255681251186
2023-11-01,Corralón 4 JC Paz,Cargas sociales Expansión Inst.,-83452.93,-28628.63,54824.3,-65.69487733983695
2023-12-01,Corralón 4 JC Paz,Cargas sociales Expansión Inst.,-139307.68,-75621.79,63685.89,-45.71599354752014
2023-09-01,Microcréditos,Cargas sociales Microcréditos,-182960.13,-156434.48,26525.65,-14.498049383764645
2023-10-01,Microcréditos,Cargas sociales Microcréditos,-202051.62,-179588.99,22462.63,-11.117272902835426
2023-11-01,Microcréditos,Cargas sociales Microcréditos,-217961.19,-196421.87,21539.32,-9.88218131860998
2023-12-01,Microcréditos,Cargas sociales Microcréditos,-370597.72,-336783.06,33814.66,-9.124357268037153
2023-09-01,Desarrollo de Proyectos,Cargas sociales Proyectos,-250650.69,-239646.01,11004.68,-4.390444726084733
2023-10-01,Desarrollo de Proyectos,Cargas sociales Proyectos,-276805.55,-256193.42,20612.13,-7.4464294520106185
2023-11-01,Desarrollo de Proyectos,Cargas sociales Proyectos,-298601.26,-286583.74,12017.52,-4.02460458472279
2023-12-01,Desarrollo de Proyectos,Cargas sociales Proyectos,-511382.63,-511660.87,-278.24,0.05440935684498918
2023-09-01,Administración,Cargas sociales RRHH,-166388.19,-161546.96,4841.23,-2.9095995334765106
2023-10-01,Administración,Cargas sociales RRHH,-183750.43,-176942.85,6807.58,-3.7047967724483626
2023-11-01,Administración,Cargas sociales RRHH,-198218.97,-197682.2,536.77,-0.270796483303283
2023-12-01,Administración,Cargas sociales RRHH,-332569.96,-364892.05,-32322.09,9.718884411568611
2023-09-01,Bariloche,Cargas sociales Área Social,0.0,-32000.94,-32000.94,
2023-10-01,Bariloche,Cargas sociales Área Social,0.0,-70232.73,-70232.73,
2023-11-01,Bariloche,Cargas sociales Área Social,0.0,-78554.19,-78554.19,
2023-12-01,Bariloche,Cargas sociales Área Social,0.0,-140245.49,-140245.49,
2023-09-01,Corralón 1 Boulogne,Cargas sociales Área Social,-183582.0,-161140.89,22441.11,-12.224025231231812
2023-10-01,Corralón 1 Boulogne,Cargas sociales Área Social,-202738.38,-181228.14,21510.24,-10.60985098134847
2023-11-01,Corralón 1 Boulogne,Cargas sociales Área Social,-312087.64,-206047.02,106040.62,-33.9778339187031
2023-12-01,Corralón 1 Boulogne,Cargas sociales Área Social,-490502.6,-450037.81,40464.79,-8.249658615469109
2023-09-01,Corralón 2 Matanza,Cargas sociales Área Social,-178182.22,-158668.6,19513.62,-10.951496731828795
2023-10-01,Corralón 2 Matanza,Cargas sociales Área Social,-196775.15,-182174.97,14600.18,-7.419727541816125
2023-11-01,Corralón 2 Matanza,Cargas sociales Área Social,-212269.26,-238245.04,-25975.78,12.237184036916132
2023-12-01,Corralón 2 Matanza,Cargas sociales Área Social,-357592.52,-345914.95,11677.57,-3.265608016633012
2023-09-01,Corralón 3 Barracas,Cargas sociales Área Social,-156277.15,-140147.67,16129.48,-10.321073810214726
2023-10-01,Corralón 3 Barracas,Cargas sociales Área Social,-177306.29,-163196.02,14110.27,-7.958132788182539
2023-11-01,Corralón 3 Barracas,Cargas sociales Área Social,-138419.62,-210493.66,-72074.04,52.06923700556324
2023-12-01,Corralón 3 Barracas,Cargas sociales Área Social,-251367.23,-210768.85,40598.38,-16.151023345405843
2023-09-01,Corralón 4 JC Paz,Cargas sociales Área Social,-104603.2,-89570.32,15032.88,-14.371338544136309
2023-10-01,Corralón 4 JC Paz,Cargas sociales Área Social,-115518.32,-101042.21,14476.11,-12.531440900456309
2023-11-01,Corralón 4 JC Paz,Cargas sociales Área Social,-124614.25,-114036.83,10577.42,-8.488130370322814
2023-12-01,Corralón 4 JC Paz,Cargas sociales Área Social,-210163.48,-191474.25,18689.23,-8.892710569885885
2023-09-01,Área Social,Cargas sociales Área Social,-524799.23,-455718.99,69080.24,-13.16317480115205
2023-10-01,Área Social,Cargas sociales Área Social,-579560.89,-466250.35,113310.54,-19.551101869555076
2023-11-01,Área Social,Cargas sociales Área Social,-625195.61,-521555.53,103640.08,-16.577224526576565
2023-12-01,Área Social,Cargas sociales Área Social,-1070706.04,-948514.57,122191.47,-11.412233184002593
2023-09-01,Administración,Cargos Financieros e Intereses,-600000.0,-782024.12,-182024.12,30.337353333333333
2023-10-01,Administración,Cargos Financieros e Intereses,-500000.0,-812710.26,-312710.26,62.542052000000005
2023-11-01,Administración,Cargos Financieros e Intereses,-500000.0,-1587620.4,-1087620.4,217.52407999999997
2023-12-01,Administración,Cargos Financieros e Intereses,-800000.0,-965265.29,-165265.29,20.658161250000003
2023-09-01,Corralón 4 JC Paz,Cargos Financieros e Intereses,-59590.0,-59590.07,-0.07,0.00011746937405556126
2023-10-01,Corralón 4 JC Paz,Cargos Financieros e Intereses,-48542.0,0.0,48542.0,-100.0
2023-11-01,Corralón 4 JC Paz,Cargos Financieros e Intereses,-37076.0,-85618.68,-48542.68,130.92750026971623
2023-12-01,Corralón 4 JC Paz,Cargos Financieros e Intereses,-25176.0,-25175.71,0.29,-0.0011518906895490672
2023-10-01,Los Pinos,Cargos Financieros e Intereses,0.0,-5.15,-5.15,
2023-09-01,Suelo Firme III,Cargos Financieros e Intereses,-793750.0,-970420.37,-176670.37,22.25768440944882
2023-10-01,Suelo Firme III,Cargos Financieros e Intereses,-2173806.0,-2671459.03,-497653.03,22.89316663952532
2023-11-01,Suelo Firme III,Cargos Financieros e Intereses,-2202988.34,-2697169.85,-494181.51,22.432325265961246
2023-12-01,Suelo Firme III,Cargos Financieros e Intereses,-2223045.11,-2663896.82,-440851.71,19.830983546708143
2023-09-01,Corralón 1 Boulogne,Comisiones medios de cobro,-396567.62,-837898.41,-441330.79,111.28765127117542
2023-10-01,Corralón 1 Boulogne,Comisiones medios de cobro,-429601.7,-771347.32,-341745.62,79.5494105353866
2023-11-01,Corralón 1 Boulogne,Comisiones medios de cobro,-481587.52,-1802665.68,-1321078.16,274.317357725549
2023-12-01,Corralón 1 Boulogne,Comisiones medios de cobro,-528454.3,-1194256.83,-665802.53,125.99055963779648
2023-09-01,Corralón 2 Matanza,Comisiones medios de cobro,-219155.88,-310664.16,-91508.28,41.754882415201436
2023-10-01,Corralón 2 Matanza,Comisiones medios de cobro,-237411.56,-244055.21,-6643.65,2.7983683692571644
2023-11-01,Corralón 2 Matanza,Comisiones medios de cobro,-264387.94,-250413.98,13973.96,-5.285399931630766
2023-12-01,Corralón 2 Matanza,Comisiones medios de cobro,-289411.7,-393469.56,-104057.86,35.95495966472675
2023-09-01,Corralón 3 Barracas,Comisiones medios de cobro,-214048.74,-389047.72,-174998.98,81.75660365952166
2023-10-01,Corralón 3 Barracas,Comisiones medios de cobro,-234197.8,-237883.07,-3685.27,1.5735715706979396
2023-11-01,Corralón 3 Barracas,Comisiones medios de cobro,-263443.54,-339708.79,-76265.25,28.949371846430548
2023-12-01,Corralón 3 Barracas,Comisiones medios de cobro,-291164.5,-324983.79,-33819.29,11.615183169651514
2023-09-01,Corralón 4 JC Paz,Comisiones medios de cobro,-118950.12,-454867.64,-335917.52,282.402001780242
2023-10-01,Corralón 4 JC Paz,Comisiones medios de cobro,-138863.48,-622525.54,-483662.06,348.30040266886584
2023-11-01,Corralón 4 JC Paz,Comisiones medios de cobro,-162305.74,-517676.52,-355370.78,218.95145544452097
2023-12-01,Corralón 4 JC Paz,Comisiones medios de cobro,-188100.0,-525402.56,-337302.56,179.32087187666136
2023-09-01,Desarrollo de Proyectos,Comisiones medios de cobro,0.0,-59660.02,-59660.02,
2023-10-01,Desarrollo de Proyectos,Comisiones medios de cobro,0.0,-73666.61,-73666.61,
2023-11-01,Desarrollo de Proyectos,Comisiones medios de cobro,0.0,-78426.96,-78426.96,
2023-12-01,Desarrollo de Proyectos,Comisiones medios de cobro,0.0,-68566.21,-68566.21,
2023-09-01,Desarrollo Institucional,Comisiones medios de cobro,-35000.0,-37805.79,-2805.79,8.01654285714286
2023-10-01,Desarrollo Institucional,Comisiones medios de cobro,-35000.0,-41643.79,-6643.79,18.982257142857144
2023-11-01,Desarrollo Institucional,Comisiones medios de cobro,-35000.0,-48397.41,-13397.41,38.278314285714295
2023-12-01,Desarrollo Institucional,Comisiones medios de cobro,-45000.0,-49046.13,-4046.13,8.991399999999993
2023-09-01,Microcréditos,Comisiones medios de cobro,-93775.0,-77369.43,16405.57,-17.494609437483344
2023-10-01,Microcréditos,Comisiones medios de cobro,-105910.0,-86337.63,19572.37,-18.480190727976577
2023-11-01,Microcréditos,Comisiones medios de cobro,-119000.0,-85068.89,33931.11,-28.51353781512605
2023-12-01,Microcréditos,Comisiones medios de cobro,-124560.0,-75954.33,48605.67,-39.02189306358381
2023-09-01,Wanda,Comisiones medios de cobro,0.0,-1913.93,-1913.93,
2023-10-01,Wanda,Comisiones medios de cobro,0.0,-3054.05,-3054.05,
2023-11-01,Wanda,Comisiones medios de cobro,0.0,-2699.3,-2699.3,
2023-12-01,Wanda,Comisiones medios de cobro,0.0,-2003.78,-2003.78,
2023-09-01,Corralón 1 Boulogne,Comunicación Institucional,-1430000.0,-413440.0,1016560.0,-71.0881118881119
2023-10-01,Corralón 1 Boulogne,Comunicación Institucional,-1610000.0,-463674.0,1146326.0,-71.20037267080745
2023-11-01,Corralón 1 Boulogne,Comunicación Institucional,-1760000.0,-568582.12,1191417.88,-67.69419772727272
2023-12-01,Corralón 1 Boulogne,Comunicación Institucional,-2110000.0,-496949.12,1613050.88,-76.44790900473933
2023-09-01,Corralón 2 Matanza,Comunicación Institucional,-625000.0,-310080.0,314920.0,-50.3872
2023-10-01,Corralón 2 Matanza,Comunicación Institucional,-705000.0,-295120.0,409880.0,-58.13900709219858
2023-11-01,Corralón 2 Matanza,Comunicación Institucional,-705000.0,-460797.84,244202.16,-34.638604255319144
2023-12-01,Corralón 2 Matanza,Comunicación Institucional,-805000.0,-293466.27,511533.73,-63.54456273291925
2023-09-01,Corralón 3 Barracas,Comunicación Institucional,-625000.0,-114224.0,510776.0,-81.72416
2023-10-01,Corralón 3 Barracas,Comunicación Institucional,-705000.0,-262450.0,442550.0,-62.77304964539007
2023-11-01,Corralón 3 Barracas,Comunicación Institucional,-705000.0,-374138.56,330861.44,-46.930700709219856
2023-12-01,Corralón 3 Barracas,Comunicación Institucional,-805000.0,-293466.27,511533.73,-63.54456273291925
2023-09-01,Corralón 4 JC Paz,Comunicación Institucional,-380000.0,-195856.0,184144.0,-48.45894736842105
2023-10-01,Corralón 4 JC Paz,Comunicación Institucional,-440000.0,-166236.0,273764.0,-62.219090909090916
2023-11-01,Corralón 4 JC Paz,Comunicación Institucional,-440000.0,-283254.28,156745.72,-35.62402727272727
2023-12-01,Corralón 4 JC Paz,Comunicación Institucional,-440000.0,-252769.71,187230.29,-42.55233863636364
2023-09-01,Desarrollo Institucional,Comunicación Institucional,-170000.0,-287711.38,-117711.38,69.24198823529412
2023-10-01,Desarrollo Institucional,Comunicación Institucional,-222000.0,-130680.0,91320.0,-41.13513513513514
2023-11-01,Desarrollo Institucional,Comunicación Institucional,-222000.0,-183920.0,38080.0,-17.153153153153152
2023-12-01,Desarrollo Institucional,Comunicación Institucional,-422000.0,-130680.0,291320.0,-69.03317535545024
2023-09-01,Administración,Energía eléctrica,-8000.0,-12263.33,-4263.33,53.291624999999996
2023-10-01,Administración,Energía eléctrica,-8500.0,-13496.16,-4996.16,58.77835294117647
2023-11-01,Administración,Energía eléctrica,-9000.0,-10202.76,-1202.76,13.364000000000004
2023-12-01,Administración,Energía eléctrica,-9000.0,-10202.76,-1202.76,13.364000000000004
2023-09-01,Corralón 1 Boulogne,Energía eléctrica,0.0,-96698.53,-96698.53,
2023-10-01,Corralón 1 Boulogne,Energía eléctrica,0.0,-102430.58,-102430.58,
2023-11-01,Corralón 1 Boulogne,Energía eléctrica,0.0,-68660.68,-68660.68,
2023-12-01,Corralón 1 Boulogne,Energía eléctrica,0.0,-70965.51,-70965.51,
2023-09-01,Corralón 2 Matanza,Energía eléctrica,0.0,-127635.81,-127635.81,
2023-10-01,Corralón 2 Matanza,Energía eléctrica,0.0,-37117.37,-37117.37,
2023-11-01,Corralón 2 Matanza,Energía eléctrica,0.0,-22653.59,-22653.59,
2023-12-01,Corralón 2 Matanza,Energía eléctrica,0.0,-23423.91,-23423.91,
2023-09-01,Corralón 3 Barracas,Energía eléctrica,0.0,-21172.61,-21172.61,
2023-12-01,Corralón 3 Barracas,Energía eléctrica,0.0,-31321.71,-31321.71,
2023-09-01,Corralón 4 JC Paz,Energía eléctrica,-35000.0,-40634.96,-5634.96,16.099885714285712
2023-10-01,Corralón 4 JC Paz,Energía eléctrica,-37800.0,-30770.3,7029.7,-18.59708994708995
2023-11-01,Corralón 4 JC Paz,Energía eléctrica,-40824.0,-31825.83,8998.17,-22.041372721928273
2023-12-01,Corralón 4 JC Paz,Energía eléctrica,-44089.92,-27090.34,16999.58,-38.55661339371901
2023-09-01,Desarrollo de Proyectos,Energía eléctrica,0.0,2666.14,2666.14,
2023-10-01,Desarrollo de Proyectos,Energía eléctrica,0.0,9494.49,9494.49,
2023-11-01,Desarrollo de Proyectos,Energía eléctrica,0.0,-2530.4,-2530.4,
2023-12-01,Desarrollo de Proyectos,Energía eléctrica,0.0,8064.97,8064.97,
2023-11-01,Suelo Firme III,Energía eléctrica,0.0,-8635.77,-8635.77,
2023-09-01,Wanda,Energía eléctrica,-4000.0,0.0,4000.0,-100.0
2023-10-01,Wanda,Energía eléctrica,-4500.0,-3584.49,915.51,-20.344666666666672
2023-11-01,Wanda,Energía eléctrica,-4500.0,-8830.53,-4330.53,96.23400000000002
2023-12-01,Wanda,Energía eléctrica,-4500.0,0.0,4500.0,-100.0
2023-09-01,Administración,Festejos,0.0,-714446.19,-714446.19,
2023-12-01,Administración,Festejos,-250000.0,0.0,250000.0,-100.0
2023-09-01,Corralón 1 Boulogne,Festejos,0.0,-26834.07,-26834.07,
2023-12-01,Corralón 1 Boulogne,Festejos,0.0,-75726.33,-75726.33,
2023-09-01,Corralón 2 Matanza,Festejos,0.0,-3727.0,-3727.0,
2023-12-01,Corralón 2 Matanza,Festejos,0.0,-42149.99,-42149.99,
2023-09-01,Corralón 3 Barracas,Festejos,0.0,-19650.0,-19650.0,
2023-11-01,Corralón 3 Barracas,Festejos,0.0,-19600.0,-19600.0,
2023-12-01,Corralón 3 Barracas,Festejos,0.0,-21960.0,-21960.0,
2023-10-01,Bariloche,Fletes y Acarreos,0.0,-90619.63,-90619.63,
2023-11-01,Bariloche,Fletes y Acarreos,0.0,-25000.0,-25000.0,
2023-09-01,Corralón 1 Boulogne,Fletes y Acarreos,-2617346.29,-2992741.8,-375395.51,14.342600038606271
2023-10-01,Corralón 1 Boulogne,Fletes y Acarreos,-2835371.22,-1124231.0,1711140.22,-60.34977740939333
2023-11-01,Corralón 1 Boulogne,Fletes y Acarreos,-3178477.63,-2658055.0,520422.63,-16.37332995796481
2023-12-01,Corralón 1 Boulogne,Fletes y Acarreos,-3487798.38,-3152575.0,335223.38,-9.611317612917748
2023-09-01,Corralón 2 Matanza,Fletes y Acarreos,-1800000.0,-2675837.6,-875837.6,48.65764444444445
2023-10-01,Corralón 2 Matanza,Fletes y Acarreos,-1566916.3,-2052712.0,-485795.7,31.003296091820598
2023-11-01,Corralón 2 Matanza,Fletes y Acarreos,-1744960.4,-2701910.0,-956949.6,54.84076314855054
2023-12-01,Corralón 2 Matanza,Fletes y Acarreos,-1910117.22,-3633557.0,-1723439.78,90.22691183319105
2023-09-01,Corralón 3 Barracas,Fletes y Acarreos,-1412721.68,-2234233.4,-821511.72,58.1509954600541
2023-10-01,Corralón 3 Barracas,Fletes y Acarreos,-1545705.48,-2471379.0,-925673.52,59.886798098173266
2023-11-01,Corralón 3 Barracas,Fletes y Acarreos,-1738727.36,-3516090.0,-1777362.64,102.22204359860075
2023-12-01,Corralón 3 Barracas,Fletes y Acarreos,-1921685.7,-3508029.0,-1586343.3,82.54957093139633
